year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2018,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total expenditure,16909,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Operating profit before tax,2323,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total assets,68752,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Fixed tangible assets,56058,DOLLARS(millions)
2018,E,Construction,a_0,Activity unit,34620,COUNT
2018,E,Construction,a_0,Rolling mean employees,0,COUNT
2018,E,Construction,a_0,Salaries and wages paid,1371,DOLLARS(millions)
2018,E,Construction,a_0,"Sales, government funding, grants and subsidies",12131,DOLLARS(millions)
2018,E,Construction,a_0,Total income,12242,DOLLARS(millions)
2018,E,Construction,a_0,Total expenditure,10997,DOLLARS(millions)
2018,E,Construction,a_0,Operating profit before tax,1679,DOLLARS(millions)
2018,E,Construction,a_0,Total assets,14571,DOLLARS(millions)
2018,E,Construction,a_0,Fixed tangible assets,4151,DOLLARS(millions)
2018,E,Construction,b_1-5,Activity unit,20274,COUNT
2018,E,Construction,b_1-5,Rolling mean employees,38616,COUNT
2018,E,Construction,b_1-5,Salaries and wages paid,2619,DOLLARS(millions)
2018,E,Construction,b_1-5,"Sales, government funding, grants and subsidies",11814,DOLLARS(millions)
2018,E,Construction,b_1-5,Total income,11894,DOLLARS(millions)
2018,E,Construction,b_1-5,Total expenditure,11013,DOLLARS(millions)
2018,E,Construction,b_1-5,Operating profit before tax,1091,DOLLARS(millions)
2018,E,Construction,b_1-5,Total assets,6656,DOLLARS(millions)
2018,E,Construction,b_1-5,Fixed tangible assets,1746,DOLLARS(millions)
2018,E,Construction,c_6-9,Activity unit,2814,COUNT
2018,E,Construction,c_6-9,Rolling mean employees,20169,COUNT
2018,E,Construction,c_6-9,Salaries and wages paid,1108,DOLLARS(millions)
2018,E,Construction,c_6-9,"Sales, government funding, grants and subsidies",4764,DOLLARS(millions)
2018,E,Construction,c_6-9,Total income,4785,DOLLARS(millions)
2018,E,Construction,c_6-9,Total expenditure,4509,DOLLARS(millions)
2018,E,Construction,c_6-9,Operating profit before tax,350,DOLLARS(millions)
2018,E,Construction,c_6-9,Total assets,2177,DOLLARS(millions)
2018,E,Construction,c_6-9,Fixed tangible assets,454,DOLLARS(millions)
2018,E,Construction,d_10-19,Activity unit,2088,COUNT
2018,E,Construction,d_10-19,Rolling mean employees,27402,COUNT
2018,E,Construction,d_10-19,Salaries and wages paid,1628,DOLLARS(millions)
2018,E,Construction,d_10-19,"Sales, government funding, grants and subsidies",7155,DOLLARS(millions)
2018,E,Construction,d_10-19,Total income,7186,DOLLARS(millions)
2018,E,Construction,d_10-19,Total expenditure,6748,DOLLARS(millions)
2018,E,Construction,d_10-19,Operating profit before tax,483,DOLLARS(millions)
2018,E,Construction,d_10-19,Total assets,3626,DOLLARS(millions)
2018,E,Construction,d_10-19,Fixed tangible assets,1002,DOLLARS(millions)
2018,E,Construction,e_20-49,Activity unit,933,COUNT
2018,E,Construction,e_20-49,Rolling mean employees,27501,COUNT
2018,E,Construction,e_20-49,Salaries and wages paid,1758,DOLLARS(millions)
2018,E,Construction,e_20-49,"Sales, government funding, grants and subsidies",7922,DOLLARS(millions)
2018,E,Construction,e_20-49,Total income,7949,DOLLARS(millions)
2018,E,Construction,e_20-49,Total expenditure,7562,DOLLARS(millions)
2018,E,Construction,e_20-49,Operating profit before tax,534,DOLLARS(millions)
2018,E,Construction,e_20-49,Total assets,3345,DOLLARS(millions)
2018,E,Construction,e_20-49,Fixed tangible assets,733,DOLLARS(millions)
2018,E,Construction,f_50-99,Activity unit,249,COUNT
2018,E,Construction,f_50-99,Rolling mean employees,16464,COUNT
2018,E,Construction,f_50-99,Salaries and wages paid,1081,DOLLARS(millions)
2018,E,Construction,f_50-99,"Sales, government funding, grants and subsidies",4659,DOLLARS(millions)
2018,E,Construction,f_50-99,Total income,4697,DOLLARS(millions)
2018,E,Construction,f_50-99,Total expenditure,4376,DOLLARS(millions)
2018,E,Construction,f_50-99,Operating profit before tax,312,DOLLARS(millions)
2018,E,Construction,f_50-99,Total assets,2175,DOLLARS(millions)
2018,E,Construction,f_50-99,Fixed tangible assets,533,DOLLARS(millions)
2018,E,Construction,g_100-199,Activity unit,69,COUNT
2018,E,Construction,g_100-199,Rolling mean employees,9168,COUNT
2018,E,Construction,g_100-199,Salaries and wages paid,686,DOLLARS(millions)
2018,E,Construction,g_100-199,"Sales, government funding, grants and subsidies",3997,DOLLARS(millions)
2018,E,Construction,g_100-199,Total income,4019,DOLLARS(millions)
2018,E,Construction,g_100-199,Total expenditure,3657,DOLLARS(millions)
2018,E,Construction,g_100-199,Operating profit before tax,409,DOLLARS(millions)
2018,E,Construction,g_100-199,Total assets,2284,DOLLARS(millions)
2018,E,Construction,g_100-199,Fixed tangible assets,511,DOLLARS(millions)
2018,E,Construction,h_200+,Activity unit,36,COUNT
2018,E,Construction,h_200+,Rolling mean employees,27243,COUNT
2018,E,Construction,h_200+,Salaries and wages paid,2183,DOLLARS(millions)
2018,E,Construction,h_200+,"Sales, government funding, grants and subsidies",9583,DOLLARS(millions)
2018,E,Construction,h_200+,Total income,9609,DOLLARS(millions)
2018,E,Construction,h_200+,Total expenditure,9983,DOLLARS(millions)
2018,E,Construction,h_200+,Operating profit before tax,130,DOLLARS(millions)
2018,E,Construction,h_200+,Total assets,5199,DOLLARS(millions)
2018,E,Construction,h_200+,Fixed tangible assets,1008,DOLLARS(millions)
2018,E,Construction,i_Industry_Total,Activity unit,61083,COUNT
2018,E,Construction,i_Industry_Total,Rolling mean employees,166566,COUNT
2018,E,Construction,i_Industry_Total,Salaries and wages paid,12434,DOLLARS(millions)
2018,E,Construction,i_Industry_Total,"Sales, government funding, grants and subsidies",62025,DOLLARS(millions)
2018,E,Construction,i_Industry_Total,Total income,62381,DOLLARS(millions)
2018,E,Construction,i_Industry_Total,Total expenditure,58845,DOLLARS(millions)
2018,E,Construction,i_Industry_Total,Operating profit before tax,4988,DOLLARS(millions)
2018,E,Construction,i_Industry_Total,Total assets,40032,DOLLARS(millions)
2018,E,Construction,i_Industry_Total,Fixed tangible assets,10139,DOLLARS(millions)
2018,F,Wholesale Trade,a_0,Activity unit,8298,COUNT
2018,F,Wholesale Trade,a_0,Rolling mean employees,0,COUNT
2018,F,Wholesale Trade,a_0,Salaries and wages paid,363,DOLLARS(millions)
2018,F,Wholesale Trade,a_0,"Sales, government funding, grants and subsidies",7827,DOLLARS(millions)
2018,F,Wholesale Trade,a_0,Total income,7910,DOLLARS(millions)
2018,F,Wholesale Trade,a_0,Total expenditure,7424,DOLLARS(millions)
2018,F,Wholesale Trade,a_0,Operating profit before tax,539,DOLLARS(millions)
2018,F,Wholesale Trade,a_0,Total assets,5387,DOLLARS(millions)
2018,F,Wholesale Trade,a_0,Fixed tangible assets,1170,DOLLARS(millions)
2018,F,Wholesale Trade,b_1-5,Activity unit,5457,COUNT
2018,F,Wholesale Trade,b_1-5,Rolling mean employees,12087,COUNT
2018,F,Wholesale Trade,b_1-5,Salaries and wages paid,824,DOLLARS(millions)
2018,F,Wholesale Trade,b_1-5,"Sales, government funding, grants and subsidies",9127,DOLLARS(millions)
2018,F,Wholesale Trade,b_1-5,Total income,9174,DOLLARS(millions)
2018,F,Wholesale Trade,b_1-5,Total expenditure,8759,DOLLARS(millions)
2018,F,Wholesale Trade,b_1-5,Operating profit before tax,472,DOLLARS(millions)
2018,F,Wholesale Trade,b_1-5,Total assets,4811,DOLLARS(millions)
2018,F,Wholesale Trade,b_1-5,Fixed tangible assets,514,DOLLARS(millions)
2018,F,Wholesale Trade,c_6-9,Activity unit,1299,COUNT
2018,F,Wholesale Trade,c_6-9,Rolling mean employees,9306,COUNT
2018,F,Wholesale Trade,c_6-9,Salaries and wages paid,575,DOLLARS(millions)
2018,F,Wholesale Trade,c_6-9,"Sales, government funding, grants and subsidies",5244,DOLLARS(millions)
2018,F,Wholesale Trade,c_6-9,Total income,5288,DOLLARS(millions)
2018,F,Wholesale Trade,c_6-9,Total expenditure,4940,DOLLARS(millions)
2018,F,Wholesale Trade,c_6-9,Operating profit before tax,413,DOLLARS(millions)
2018,F,Wholesale Trade,c_6-9,Total assets,2631,DOLLARS(millions)
2018,F,Wholesale Trade,c_6-9,Fixed tangible assets,216,DOLLARS(millions)
2018,F,Wholesale Trade,d_10-19,Activity unit,1059,COUNT
2018,F,Wholesale Trade,d_10-19,Rolling mean employees,14265,COUNT
2018,F,Wholesale Trade,d_10-19,Salaries and wages paid,901,DOLLARS(millions)
2018,F,Wholesale Trade,d_10-19,"Sales, government funding, grants and subsidies",9605,DOLLARS(millions)
2018,F,Wholesale Trade,d_10-19,Total income,9676,DOLLARS(millions)
2018,F,Wholesale Trade,d_10-19,Total expenditure,9166,DOLLARS(millions)
2018,F,Wholesale Trade,d_10-19,Operating profit before tax,656,DOLLARS(millions)
2018,F,Wholesale Trade,d_10-19,Total assets,5177,DOLLARS(millions)
2018,F,Wholesale Trade,d_10-19,Fixed tangible assets,485,DOLLARS(millions)
2018,F,Wholesale Trade,e_20-49,Activity unit,732,COUNT
2018,F,Wholesale Trade,e_20-49,Rolling mean employees,22074,COUNT
2018,F,Wholesale Trade,e_20-49,Salaries and wages paid,1553,DOLLARS(millions)
2018,F,Wholesale Trade,e_20-49,"Sales, government funding, grants and subsidies",16670,DOLLARS(millions)
2018,F,Wholesale Trade,e_20-49,Total income,16752,DOLLARS(millions)
2018,F,Wholesale Trade,e_20-49,Total expenditure,16169,DOLLARS(millions)
2018,F,Wholesale Trade,e_20-49,Operating profit before tax,894,DOLLARS(millions)
2018,F,Wholesale Trade,e_20-49,Total assets,8736,DOLLARS(millions)
2018,F,Wholesale Trade,e_20-49,Fixed tangible assets,875,DOLLARS(millions)
2018,F,Wholesale Trade,f_50-99,Activity unit,231,COUNT
2018,F,Wholesale Trade,f_50-99,Rolling mean employees,15846,COUNT
2018,F,Wholesale Trade,f_50-99,Salaries and wages paid,1052,DOLLARS(millions)
2018,F,Wholesale Trade,f_50-99,"Sales, government funding, grants and subsidies",13707,DOLLARS(millions)
2018,F,Wholesale Trade,f_50-99,Total income,13779,DOLLARS(millions)
2018,F,Wholesale Trade,f_50-99,Total expenditure,13433,DOLLARS(millions)
2018,F,Wholesale Trade,f_50-99,Operating profit before tax,648,DOLLARS(millions)
2018,F,Wholesale Trade,f_50-99,Total assets,7260,DOLLARS(millions)
2018,F,Wholesale Trade,f_50-99,Fixed tangible assets,713,DOLLARS(millions)
2018,F,Wholesale Trade,g_100-199,Activity unit,81,COUNT
2018,F,Wholesale Trade,g_100-199,Rolling mean employees,11100,COUNT
2018,F,Wholesale Trade,g_100-199,Salaries and wages paid,766,DOLLARS(millions)
2018,F,Wholesale Trade,g_100-199,"Sales, government funding, grants and subsidies",7550,DOLLARS(millions)
2018,F,Wholesale Trade,g_100-199,Total income,7708,DOLLARS(millions)
2018,F,Wholesale Trade,g_100-199,Total expenditure,7430,DOLLARS(millions)
2018,F,Wholesale Trade,g_100-199,Operating profit before tax,381,DOLLARS(millions)
2018,F,Wholesale Trade,g_100-199,Total assets,4540,DOLLARS(millions)
2018,F,Wholesale Trade,g_100-199,Fixed tangible assets,390,DOLLARS(millions)
2018,F,Wholesale Trade,h_200+,Activity unit,51,COUNT
2018,F,Wholesale Trade,h_200+,Rolling mean employees,27369,COUNT
2018,F,Wholesale Trade,h_200+,Salaries and wages paid,1826,DOLLARS(millions)
2018,F,Wholesale Trade,h_200+,"Sales, government funding, grants and subsidies",34120,DOLLARS(millions)
2018,F,Wholesale Trade,h_200+,Total income,34308,DOLLARS(millions)
2018,F,Wholesale Trade,h_200+,Total expenditure,33751,DOLLARS(millions)
2018,F,Wholesale Trade,h_200+,Operating profit before tax,809,DOLLARS(millions)
2018,F,Wholesale Trade,h_200+,Total assets,12274,DOLLARS(millions)
2018,F,Wholesale Trade,h_200+,Fixed tangible assets,1851,DOLLARS(millions)
2018,F,Wholesale Trade,i_Industry_Total,Activity unit,17208,COUNT
2018,F,Wholesale Trade,i_Industry_Total,Rolling mean employees,112044,COUNT
2018,F,Wholesale Trade,i_Industry_Total,Salaries and wages paid,7861,DOLLARS(millions)
2018,F,Wholesale Trade,i_Industry_Total,"Sales, government funding, grants and subsidies",103849,DOLLARS(millions)
2018,F,Wholesale Trade,i_Industry_Total,Total income,104593,DOLLARS(millions)
2018,F,Wholesale Trade,i_Industry_Total,Total expenditure,101071,DOLLARS(millions)
2018,F,Wholesale Trade,i_Industry_Total,Operating profit before tax,4812,DOLLARS(millions)
2018,F,Wholesale Trade,i_Industry_Total,Total assets,50816,DOLLARS(millions)
2018,F,Wholesale Trade,i_Industry_Total,Fixed tangible assets,6213,DOLLARS(millions)
2018,G,Retail Trade,a_0,Activity unit,11562,COUNT
2018,G,Retail Trade,a_0,Rolling mean employees,0,COUNT
2018,G,Retail Trade,a_0,Salaries and wages paid,405,DOLLARS(millions)
2018,G,Retail Trade,a_0,"Sales, government funding, grants and subsidies",4321,DOLLARS(millions)
2018,G,Retail Trade,a_0,Total income,4360,DOLLARS(millions)
2018,G,Retail Trade,a_0,Total expenditure,4153,DOLLARS(millions)
2018,G,Retail Trade,a_0,Operating profit before tax,221,DOLLARS(millions)
2018,G,Retail Trade,a_0,Total assets,2999,DOLLARS(millions)
2018,G,Retail Trade,a_0,Fixed tangible assets,1033,DOLLARS(millions)
2018,G,Retail Trade,b_1-5,Activity unit,10695,COUNT
2018,G,Retail Trade,b_1-5,Rolling mean employees,24315,COUNT
2018,G,Retail Trade,b_1-5,Salaries and wages paid,983,DOLLARS(millions)
2018,G,Retail Trade,b_1-5,"Sales, government funding, grants and subsidies",8012,DOLLARS(millions)
2018,G,Retail Trade,b_1-5,Total income,8044,DOLLARS(millions)
2018,G,Retail Trade,b_1-5,Total expenditure,7842,DOLLARS(millions)
2018,G,Retail Trade,b_1-5,Operating profit before tax,211,DOLLARS(millions)
2018,G,Retail Trade,b_1-5,Total assets,3471,DOLLARS(millions)
2018,G,Retail Trade,b_1-5,Fixed tangible assets,671,DOLLARS(millions)
2018,G,Retail Trade,c_6-9,Activity unit,2322,COUNT
2018,G,Retail Trade,c_6-9,Rolling mean employees,16701,COUNT
2018,G,Retail Trade,c_6-9,Salaries and wages paid,653,DOLLARS(millions)
2018,G,Retail Trade,c_6-9,"Sales, government funding, grants and subsidies",4617,DOLLARS(millions)
2018,G,Retail Trade,c_6-9,Total income,4636,DOLLARS(millions)
2018,G,Retail Trade,c_6-9,Total expenditure,4482,DOLLARS(millions)
2018,G,Retail Trade,c_6-9,Operating profit before tax,188,DOLLARS(millions)
2018,G,Retail Trade,c_6-9,Total assets,1694,DOLLARS(millions)
2018,G,Retail Trade,c_6-9,Fixed tangible assets,292,DOLLARS(millions)
2018,G,Retail Trade,d_10-19,Activity unit,1731,COUNT
2018,G,Retail Trade,d_10-19,Rolling mean employees,23172,COUNT
2018,G,Retail Trade,d_10-19,Salaries and wages paid,874,DOLLARS(millions)
2018,G,Retail Trade,d_10-19,"Sales, government funding, grants and subsidies",7149,DOLLARS(millions)
2018,G,Retail Trade,d_10-19,Total income,7170,DOLLARS(millions)
2018,G,Retail Trade,d_10-19,Total expenditure,6880,DOLLARS(millions)
2018,G,Retail Trade,d_10-19,Operating profit before tax,360,DOLLARS(millions)
2018,G,Retail Trade,d_10-19,Total assets,2512,DOLLARS(millions)
2018,G,Retail Trade,d_10-19,Fixed tangible assets,409,DOLLARS(millions)
2018,G,Retail Trade,e_20-49,Activity unit,741,COUNT
2018,G,Retail Trade,e_20-49,Rolling mean employees,21282,COUNT
2018,G,Retail Trade,e_20-49,Salaries and wages paid,877,DOLLARS(millions)
2018,G,Retail Trade,e_20-49,"Sales, government funding, grants and subsidies",8857,DOLLARS(millions)
2018,G,Retail Trade,e_20-49,Total income,8901,DOLLARS(millions)
2018,G,Retail Trade,e_20-49,Total expenditure,8621,DOLLARS(millions)
2018,G,Retail Trade,e_20-49,Operating profit before tax,385,DOLLARS(millions)
2018,G,Retail Trade,e_20-49,Total assets,3230,DOLLARS(millions)
2018,G,Retail Trade,e_20-49,Fixed tangible assets,567,DOLLARS(millions)
2018,G,Retail Trade,f_50-99,Activity unit,258,COUNT
2018,G,Retail Trade,f_50-99,Rolling mean employees,18750,COUNT
2018,G,Retail Trade,f_50-99,Salaries and wages paid,715,DOLLARS(millions)
2018,G,Retail Trade,f_50-99,"Sales, government funding, grants and subsidies",6805,DOLLARS(millions)
2018,G,Retail Trade,f_50-99,Total income,6824,DOLLARS(millions)
2018,G,Retail Trade,f_50-99,Total expenditure,6702,DOLLARS(millions)
2018,G,Retail Trade,f_50-99,Operating profit before tax,247,DOLLARS(millions)
2018,G,Retail Trade,f_50-99,Total assets,2062,DOLLARS(millions)
2018,G,Retail Trade,f_50-99,Fixed tangible assets,338,DOLLARS(millions)
2018,G,Retail Trade,g_100-199,Activity unit,186,COUNT
2018,G,Retail Trade,g_100-199,Rolling mean employees,26577,COUNT
2018,G,Retail Trade,g_100-199,Salaries and wages paid,986,DOLLARS(millions)
2018,G,Retail Trade,g_100-199,"Sales, government funding, grants and subsidies",9493,DOLLARS(millions)
2018,G,Retail Trade,g_100-199,Total income,9531,DOLLARS(millions)
2018,G,Retail Trade,g_100-199,Total expenditure,9237,DOLLARS(millions)
2018,G,Retail Trade,g_100-199,Operating profit before tax,332,DOLLARS(millions)
2018,G,Retail Trade,g_100-199,Total assets,2884,DOLLARS(millions)
2018,G,Retail Trade,g_100-199,Fixed tangible assets,616,DOLLARS(millions)
2018,G,Retail Trade,h_200+,Activity unit,129,COUNT
2018,G,Retail Trade,h_200+,Rolling mean employees,83187,COUNT
2018,G,Retail Trade,h_200+,Salaries and wages paid,2987,DOLLARS(millions)
2018,G,Retail Trade,h_200+,"Sales, government funding, grants and subsidies",24835,DOLLARS(millions)
2018,G,Retail Trade,h_200+,Total income,24942,DOLLARS(millions)
2018,G,Retail Trade,h_200+,Total expenditure,23902,DOLLARS(millions)
2018,G,Retail Trade,h_200+,Operating profit before tax,1154,DOLLARS(millions)
2018,G,Retail Trade,h_200+,Total assets,10185,DOLLARS(millions)
2018,G,Retail Trade,h_200+,Fixed tangible assets,2195,DOLLARS(millions)
2018,G,Retail Trade,i_Industry_Total,Activity unit,27624,COUNT
2018,G,Retail Trade,i_Industry_Total,Rolling mean employees,213987,COUNT
2018,G,Retail Trade,i_Industry_Total,Salaries and wages paid,8480,DOLLARS(millions)
2018,G,Retail Trade,i_Industry_Total,"Sales, government funding, grants and subsidies",74089,DOLLARS(millions)
2018,G,Retail Trade,i_Industry_Total,Total income,74407,DOLLARS(millions)
2018,G,Retail Trade,i_Industry_Total,Total expenditure,71819,DOLLARS(millions)
2018,G,Retail Trade,i_Industry_Total,Operating profit before tax,3098,DOLLARS(millions)
2018,G,Retail Trade,i_Industry_Total,Total assets,29037,DOLLARS(millions)
2018,G,Retail Trade,i_Industry_Total,Fixed tangible assets,6120,DOLLARS(millions)
2018,H,Accommodation and Food Services,a_0,Activity unit,6402,COUNT
2018,H,Accommodation and Food Services,a_0,Rolling mean employees,0,COUNT
2018,H,Accommodation and Food Services,a_0,Salaries and wages paid,201,DOLLARS(millions)
2018,H,Accommodation and Food Services,a_0,"Sales, government funding, grants and subsidies",1093,DOLLARS(millions)
